No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
59672);28586.133;0;0382;8;40;FE;0F;00;00;00;00;08
59673);28586.375;0;04F2;8;80;00;50;30;00;00;00;99
59674);28586.611;0;0545;8;D8;12;00;8A;76;00;7A;00
59675);28586.875;0;02B0;5;2D;00;00;07;2A;-1;-1;-1
59676);28587.113;0;0165;8;BF;97;80;00;00;00;0A;A2
59677);28588.518;0;043F;8;09;45;60;FF;7D;00;00;00
59678);28588.756;0;0370;8;FF;A0;10;88;FF;00;00;54
59679);28588.994;0;0153;8;00;80;10;FF;00;FF;00;8E
59680);28589.242;0;01F1;8;00;BD;00;00;00;00;00;00
59681);28589.474;0;0220;8;EA;1B;00;1C;A9;21;03;10
59682);28589.720;0;0440;8;FF;91;00;00;FF;00;00;00
59683);28593.362;0;0510;8;00;00;00;00;00;00;00;00
59684);28594.026;0;04B0;8;00;40;00;C0;00;40;00;80
59685);28594.272;0;0164;8;00;08;01;00;00;00;0C;05
59686);28594.543;0;0316;8;05;21;C8;09;21;13;00;7F
59687);28594.782;0;0260;8;05;21;00;30;00;8B;5F;0E
59688);28595.020;0;018F;8;00;34;21;00;00;3F;00;10
59689);28595.256;0;0080;8;00;17;C8;09;21;13;21;98
59690);28595.494;0;0081;8;80;84;87;00;00;00;00;58
59691);28595.726;0;02A0;8;02;00;87;9D;C0;2E;36;0C
59692);28595.961;0;0329;8;84;B4;80;8C;12;2B;00;10
59693);28596.203;0;04F0;8;00;00;38;00;00;0A;21;0F
59694);28596.439;0;0545;8;D8;12;00;8B;7D;00;7D;00
59695);28596.687;0;0587;8;00;00;00;00;00;00;00;01
59696);28596.877;0;02B0;5;2B;00;00;07;5B;-1;-1;-1
59697);28597.116;0;0165;8;BF;97;80;00;00;00;0B;A3
59698);28598.434;0;043F;8;09;45;60;FF;7D;00;00;00
59699);28598.674;0;0370;8;FF;A0;10;88;FF;00;00;18
59700);28598.922;0;0440;8;FF;E1;00;00;FF;00;00;00
59701);28599.160;0;0153;8;00;80;10;FF;00;FF;10;9E
59702);28599.392;0;0220;8;EC;23;FB;1B;A9;01;03;10
59703);28603.429;0;0350;8;05;28;54;54;6A;00;00;47
59704);28603.989;0;04B1;8;27;64;62;9E;00;00;00;8B
59705);28604.237;0;0164;8;00;08;01;00;00;00;0D;04
59706);28604.591;0;0316;8;05;21;CA;09;21;13;00;7F
59707);28604.830;0;0260;8;05;21;00;30;00;8B;5F;1D
59708);28605.060;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
59709);28605.296;0;0080;8;00;17;CA;09;21;13;21;69
59710);28605.538;0;0081;8;80;84;87;00;00;00;00;49
59711);28605.776;0;018F;8;00;34;21;00;00;3F;00;10
59712);28606.010;0;0329;8;84;B4;80;8C;12;2B;00;10
59713);28606.257;0;0382;8;40;FE;0F;00;00;00;00;0C
59714);28606.497;0;04F2;8;80;00;50;30;00;00;00;9A
59715);28606.733;0;0545;8;D8;12;00;8A;7D;00;7D;00
59716);28606.963;0;02B0;5;2B;00;00;07;2C;-1;-1;-1
59717);28607.202;0;0165;8;BF;97;80;00;00;00;0C;A4
59718);28608.424;0;043F;8;09;45;60;FF;7D;00;00;00
59719);28608.662;0;0370;8;FF;A0;10;88;FF;00;00;DC
59720);28608.908;0;0440;8;FF;31;00;00;FF;00;00;00
59721);28609.148;0;0153;8;00;80;10;FF;00;FF;20;AE
59722);28609.396;0;01F1;8;00;BD;00;00;00;00;00;00
59723);28609.632;0;0220;8;EE;2B;FC;1B;A9;01;03;10
59724);28609.878;0;059B;8;00;05;00;00;00;00;00;74
59725);28614.030;0;04B0;8;00;80;00;C0;00;40;00;80
59726);28614.276;0;0164;8;00;08;01;00;00;00;0E;07
59727);28614.506;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
59728);28614.743;0;0260;8;05;21;00;30;00;8B;5F;2C
59729);28614.977;0;0080;8;00;17;CA;09;21;13;21;5A
59730);28615.215;0;0081;8;80;84;87;00;00;00;00;3A
59731);28615.453;0;018F;8;00;34;21;00;00;3F;00;10
59732);28615.683;0;0316;8;05;21;CA;09;21;13;00;7F
59733);28615.917;0;0329;8;84;B4;80;8C;12;2B;00;10
59734);28616.162;0;04F0;8;00;00;3A;00;00;0A;21;0F
59735);28616.398;0;0545;8;D8;12;00;8B;7D;00;7D;00
59736);28616.642;0;04F1;8;C0;18;00;00;00;00;00;00
59737);28616.904;0;051A;8;00;11;00;00;00;00;00;00
59738);28617.142;0;0165;8;BE;A7;80;00;00;00;0D;94
59739);28617.327;0;02B0;5;2B;00;00;07;3D;-1;-1;-1
59740);28617.481;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
59741);28617.727;0;0690;8;03;00;00;20;A0;00;19;00
59742);28618.479;0;043F;8;09;45;60;FF;7D;00;00;00
59743);28618.715;0;0370;8;FF;A0;10;88;FF;00;00;90
59744);28618.961;0;0440;8;FF;41;00;00;FF;00;00;00
59745);28619.201;0;0153;8;00;80;10;FF;00;FF;30;BE
59746);28619.431;0;0220;8;EE;33;03;2C;A9;21;03;10
59747);28623.480;0;0350;8;05;28;64;54;6A;00;00;77
59748);28623.988;0;04B1;8;27;64;62;9E;00;00;00;8B
59749);28624.234;0;0164;8;00;08;01;00;00;00;0F;06
59750);28624.495;0;0316;8;05;21;CA;09;21;13;00;7F
59751);28624.731;0;0260;8;05;21;00;30;00;8B;5F;3B
59752);28624.963;0;02A0;8;62;00;87;9D;C0;2E;36;0C
59753);28625.197;0;0080;8;00;17;CA;09;21;13;21;4B
59754);28625.437;0;0081;8;80;84;87;00;00;00;00;2B
59755);28625.675;0;018F;8;00;34;21;00;00;3F;00;10
59756);28625.910;0;0329;8;84;B4;80;8C;12;2B;00;10
59757);28626.158;0;0382;8;40;FE;0F;00;00;00;00;00
59758);28626.398;0;04F2;8;80;00;50;30;00;00;00;9B
59759);28626.634;0;0545;8;D8;12;00;8C;7D;00;7D;00
59760);28626.892;0;02B0;5;2B;00;00;07;0E;-1;-1;-1
59761);28627.131;0;0165;8;BF;97;80;00;00;00;0E;A6
59762);28628.427;0;043F;8;09;45;60;FF;7D;00;00;00
59763);28628.665;0;0370;8;FF;A0;10;88;FF;00;00;54
59764);28628.911;0;0440;8;FF;91;00;00;FF;00;00;00
59765);28629.149;0;0153;8;00;80;10;FF;00;FF;40;CE
59766);28629.397;0;01F1;8;00;BD;00;00;00;00;00;00
59767);28629.625;0;0220;8;EF;3B;06;1C;A9;31;03;10
59768);28633.339;0;0110;8;D0;3C;40;09;00;00;00;00
59769);28634.024;0;04B0;8;00;C0;00;C0;00;40;00;80
59770);28634.272;0;0164;8;00;08;01;00;00;00;00;09
59771);28634.798;0;04F0;8;00;00;3C;00;00;0A;21;0F
59772);28635.290;0;0316;8;05;21;CA;09;21;13;00;7F
59773);28635.528;0;0260;8;05;21;00;30;00;8B;5F;0E
59774);28635.760;0;02A0;8;02;00;87;9D;C0;2E;36;0C
59775);28635.995;0;0329;8;84;B4;80;8C;12;2B;00;10
59776);28636.231;0;0080;8;00;17;CA;09;21;13;21;3C
59777);28636.473;0;0081;8;80;84;87;00;00;00;00;1C
59778);28636.711;0;018F;8;00;34;21;00;00;3F;00;10
59779);28636.947;0;0545;8;D8;12;00;8C;7D;00;7D;00
59780);28637.187;0;0165;8;C0;87;80;00;00;00;0F;C8
59781);28637.374;0;02B0;5;2D;00;00;07;7F;-1;-1;-1
59782);28638.432;0;043F;8;09;45;60;FF;7D;00;00;00
59783);28638.672;0;0370;8;FF;A0;10;88;FF;00;00;18
59784);28638.920;0;0440;8;FF;E1;00;00;FF;00;00;00
59785);28639.160;0;0153;8;00;80;10;FF;00;FF;50;DE
59786);28639.392;0;0220;8;EF;03;FE;33;A9;01;03;10
59787);28640.470;0;00A0;8;53;7F;C8;09;00;21;00;02
59788);28640.708;0;00A1;8;7D;8C;80;80;2B;00;00;00
59789);28643.272;0;0050;4;00;83;00;00;-1;-1;-1;-1
59790);28643.507;0;0350;8;05;28;74;54;6A;00;00;67
59791);28643.987;0;04B1;8;27;64;62;9E;00;00;00;8B
59792);28644.235;0;0164;8;00;08;01;00;00;00;01;08
59793);28644.539;0;0316;8;05;21;AC;09;21;13;00;7F
59794);28644.777;0;0260;8;05;21;00;30;00;8B;5F;1D
59795);28645.007;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
59796);28645.239;0;0080;8;00;17;AC;09;21;13;21;2D
59797);28645.480;0;0081;8;80;84;87;00;00;00;00;0D
59798);28645.718;0;018F;8;00;34;21;00;00;3F;00;10
59799);28645.950;0;0329;8;D7;B4;80;8C;12;2B;00;10
59800);28646.196;0;0382;8;40;FE;0F;00;00;00;00;04
59801);28646.436;0;04F2;8;80;00;50;30;00;00;00;9C
59802);28646.677;0;0545;8;D8;11;00;8A;7D;00;7C;00
59803);28646.945;0;02B0;5;2E;00;00;07;B0;-1;-1;-1
59804);28647.183;0;0165;8;C1;87;80;00;00;00;00;C6
59805);28648.445;0;043F;8;09;45;60;FF;7D;00;00;00
59806);28648.683;0;0370;8;FF;A0;10;88;FF;00;00;DC
59807);28648.929;0;0440;8;FF;31;00;00;FF;00;00;00
59808);28649.167;0;0153;8;00;80;10;FF;00;FF;60;EE
59809);28649.415;0;01F1;8;00;BD;00;00;00;00;00;00
59810);28649.650;0;0220;8;F0;0B;F4;03;A9;31;03;10
59811);28653.340;0;0018;8;20;00;01;60;01;00;20;00
59812);28654.025;0;04B0;8;00;00;00;00;00;40;00;80
59813);28654.275;0;0164;8;00;08;01;00;00;00;02;0B
59814);28654.505;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
59815);28654.741;0;0260;8;05;21;00;30;00;8B;5F;2C
59816);28654.973;0;0080;8;00;17;A4;09;21;13;21;9E
59817);28655.213;0;0081;8;80;84;87;00;00;00;00;FE
59818);28655.452;0;018F;8;00;34;21;00;00;3F;00;10
59819);28655.686;0;0316;8;05;21;A4;09;21;13;00;7F
59820);28655.918;0;0329;8;D7;B4;80;8C;12;2B;00;10
59821);28656.162;0;04F0;8;00;00;3E;00;00;0A;21;0F
59822);28656.400;0;0545;8;D8;11;00;89;7E;00;7D;00
59823);28656.901;0;02B0;5;2D;00;00;07;91;-1;-1;-1
59824);28657.141;0;0165;8;C1;97;80;00;00;00;01;D7
59825);28658.453;0;043F;8;09;45;60;FF;7D;00;00;00
59826);28658.689;0;0370;8;FF;A0;10;88;FF;00;00;90
59827);28658.935;0;0440;8;FF;41;00;00;FF;00;00;00
59828);28659.175;0;0153;8;00;80;10;FF;00;FF;70;FE
59829);28659.407;0;0220;8;F1;13;F4;33;A9;31;03;10
59830);28663.410;0;0350;8;05;28;84;54;6A;00;00;97
59831);28663.658;0;0042;8;18;FF;FF;FF;00;00;00;00
59832);28663.909;0;0043;8;00;00;00;00;00;00;00;20
59833);28664.159;0;0044;8;00;00;00;56;FF;00;00;00
59834);28664.395;0;04B1;8;27;64;62;9E;00;00;00;8B
59835);28664.643;0;0164;8;00;08;01;00;00;00;03;0A
59836);28664.879;0;0260;8;05;21;00;30;00;8B;5F;3B
59837);28665.111;0;0080;8;00;17;A4;09;21;13;21;8F
59838);28665.352;0;0081;8;80;84;87;00;00;00;00;EF
59839);28665.590;0;018F;8;00;34;21;00;00;3F;00;10
59840);28665.822;0;02A0;8;62;00;87;9D;C0;2E;36;0C
59841);28666.056;0;0316;8;05;21;A4;09;21;13;00;7F
59842);28666.288;0;0329;8;D7;B4;80;8C;12;2B;00;10
59843);28666.534;0;0382;8;40;FE;0F;00;00;00;00;08
59844);28666.775;0;04F2;8;80;00;50;30;00;00;00;9D
59845);28667.015;0;0165;8;C1;97;80;00;00;00;02;D4
59846);28667.201;0;02B0;5;2C;00;00;07;B2;-1;-1;-1
59847);28667.437;0;0545;8;D8;11;00;8A;7E;00;7D;00
59848);28668.529;0;043F;8;09;45;60;FF;7D;00;00;00
59849);28668.767;0;0370;8;FF;A0;10;88;FF;00;00;54
59850);28669.009;0;0153;8;00;80;10;FF;00;FF;80;0E
59851);28669.257;0;01F1;8;00;BD;00;00;00;00;00;00
59852);28669.492;0;0220;8;EF;1B;FD;03;A9;01;02;10
59853);28669.738;0;0440;8;FF;91;00;00;FF;00;00;00
59854);28674.023;0;04B0;8;00;40;00;00;00;40;00;80
59855);28674.270;0;0164;8;00;08;01;00;00;00;04;0D
59856);28674.574;0;0316;8;05;21;A4;09;21;13;00;7F
59857);28674.812;0;0260;8;05;21;00;30;00;8B;5F;0E
59858);28675.050;0;018F;8;00;34;21;00;00;3F;00;10
59859);28675.286;0;0080;8;00;17;A4;09;21;13;21;70
59860);28675.526;0;0081;8;80;84;87;00;00;00;00;D0
59861);28675.759;0;02A0;8;02;00;87;9D;C0;2E;36;0C
59862);28675.991;0;0329;8;D7;B4;80;8C;12;2B;00;10
59863);28676.237;0;04F0;8;00;00;40;00;00;0A;21;0F
59864);28676.477;0;0545;8;D8;11;00;8A;7D;00;7C;00
59865);28676.935;0;02B0;5;2E;00;00;07;83;-1;-1;-1
59866);28677.175;0;0165;8;C0;97;80;00;00;00;03;D4
59867);28677.845;0;02C0;8;3D;00;00;00;00;00;00;00
59868);28678.993;0;0153;8;00;80;10;FF;00;FF;90;1E
59869);28679.223;0;0220;8;EE;23;02;24;A9;01;FF;0F
59870);28679.463;0;0370;8;FF;A0;10;88;FF;00;00;18
59871);28679.705;0;043F;8;01;45;60;FF;7D;00;00;00
59872);28679.953;0;0440;8;FF;E1;00;00;FF;00;00;00
59873);28683.462;0;0350;8;05;28;94;54;6A;00;00;87
59874);28683.984;0;04B1;8;27;64;62;9E;00;00;00;8B
59875);28684.229;0;0164;8;00;08;01;00;00;00;05;0C
59876);28684.731;0;04F2;8;80;00;60;30;00;00;00;9E
59877);28685.173;0;0316;8;05;22;C4;09;22;13;00;7F
59878);28685.413;0;018F;8;00;34;22;00;00;3F;00;10
59879);28685.647;0;0080;8;00;17;C4;09;22;13;22;21
59880);28685.887;0;0081;8;80;84;87;00;00;00;00;C1
59881);28686.124;0;0260;8;05;22;00;30;00;8B;5F;1C
59882);28686.354;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
59883);28686.586;0;0329;8;D7;B4;80;8C;12;2B;00;10
59884);28686.832;0;0382;8;40;FE;0F;00;00;00;00;0C
59885);28687.070;0;0165;8;C0;97;80;00;00;00;04;D3
59886);28687.256;0;02B0;5;2D;00;00;07;C4;-1;-1;-1
59887);28687.493;0;0545;8;D8;11;00;8A;7E;00;7E;00
59888);28688.473;0;043F;8;01;45;60;FF;7D;00;00;00
59889);28688.711;0;0370;8;FF;A0;10;88;FF;00;00;DC
59890);28688.957;0;0440;8;FF;31;00;00;FF;00;00;00
59891);28689.195;0;0153;8;00;80;10;FF;00;FF;A0;2E
59892);28689.443;0;01F1;8;00;BD;00;00;00;00;00;00
59893);28689.675;0;0220;8;EC;2B;FD;03;A9;21;FF;0F
59894);28693.361;0;0510;8;00;00;00;00;00;00;00;00
59895);28694.024;0;04B0;8;00;80;00;00;00;40;00;80
59896);28694.272;0;0164;8;00;08;01;00;00;00;06;0F
59897);28694.502;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
59898);28694.740;0;0260;8;05;22;00;30;00;8B;5F;2B
59899);28694.976;0;0080;8;00;17;C4;09;22;13;22;12
59900);28695.216;0;0081;8;80;84;87;00;00;00;00;B2
59901);28695.457;0;018F;8;00;34;22;00;00;3F;00;10
59902);28695.687;0;0316;8;05;22;C4;09;22;13;00;7F
59903);28695.919;0;0329;8;D7;B4;80;8C;12;2B;00;10
59904);28696.161;0;04F0;8;00;00;42;00;00;0A;21;0F
59905);28696.395;0;0545;8;D8;11;00;88;7F;00;7F;00
59906);28696.646;0;0587;8;00;00;00;00;00;00;00;02
59907);28696.938;0;02B0;5;2D;00;00;07;D5;-1;-1;-1
59908);28697.176;0;0165;8;BF;97;80;00;00;00;05;AD
59909);28698.428;0;043F;8;01;45;60;FF;7D;00;00;00
59910);28698.664;0;0370;8;FF;A0;10;88;FF;00;00;90
59911);28698.910;0;0440;8;FF;41;00;00;FF;00;00;00
59912);28699.152;0;0153;8;00;80;10;FF;00;FF;B0;3E
59913);28699.382;0;0220;8;ED;33;FA;03;A9;21;FF;0F
59914);28703.481;0;0350;8;05;28;A4;54;6A;00;00;B7
59915);28703.983;0;04B1;8;27;64;62;9E;00;00;00;8B
59916);28704.228;0;0164;8;00;08;01;00;00;00;07;0E
59917);28704.460;0;0316;8;05;22;CC;09;22;13;00;7F
59918);28704.694;0;0329;8;0F;B4;80;8C;12;2B;00;10
59919);28704.934;0;018F;8;00;34;22;00;00;3F;00;10
59920);28705.170;0;0080;8;00;17;CC;09;22;13;22;83
59921);28705.412;0;0081;8;80;84;87;00;00;00;00;A3
59922);28705.649;0;0260;8;05;22;00;30;00;8B;5F;3A
59923);28705.881;0;02A0;8;62;00;87;9D;C0;2E;36;0C
59924);28706.129;0;0382;8;40;FE;0F;00;00;00;00;00
59925);28706.373;0;04F2;8;80;00;60;30;00;00;00;9F
59926);28706.607;0;0545;8;D8;11;00;8A;7F;00;7F;00
59927);28706.910;0;02B0;5;2C;00;00;07;F6;-1;-1;-1
59928);28707.152;0;0165;8;BE;A7;80;00;00;00;06;9F
59929);28708.414;0;043F;8;01;45;60;FF;7D;00;00;00
59930);28708.652;0;0370;8;FF;A0;10;88;FF;00;00;54
59931);28708.898;0;0440;8;FF;91;00;00;FF;00;00;00
59932);28709.140;0;0153;8;00;80;10;FF;00;FF;C0;4E
59933);28709.388;0;01F1;8;00;BD;00;00;00;00;00;00
59934);28709.622;0;0220;8;EE;3B;01;24;A9;01;FF;0F
59935);28709.868;0;059B;8;00;05;00;00;00;00;00;38
59936);28714.025;0;04B0;8;00;C0;00;00;00;40;00;80
59937);28714.273;0;0164;8;00;08;01;00;00;00;08;01
59938);28714.587;0;0316;8;05;22;CC;09;22;13;00;7F
59939);28714.826;0;0260;8;05;22;00;30;00;8B;5F;0D
59940);28715.066;0;018F;8;00;34;22;00;00;3F;00;10
59941);28715.300;0;0080;8;00;17;CC;09;22;13;22;74
59942);28715.538;0;0081;8;80;84;87;00;00;00;00;94
59943);28715.770;0;02A0;8;02;00;87;9D;C0;2E;36;0C
59944);28716.004;0;0329;8;0F;B4;80;8C;12;2B;00;10
59945);28716.245;0;04F0;8;00;00;44;00;00;0A;21;0F
59946);28716.481;0;0545;8;D8;11;00;8C;7E;00;7E;00
59947);28716.725;0;04F1;8;C0;18;00;00;00;00;00;00
59948);28717.011;0;0690;8;03;00;00;20;A0;00;1D;00
59949);28717.251;0;0165;8;BE;97;80;00;00;00;07;AE
59950);28717.437;0;02B0;5;2B;00;00;07;97;-1;-1;-1
59951);28717.592;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
59952);28718.458;0;043F;8;01;45;60;FF;7D;00;00;00
59953);28718.698;0;0370;8;FF;A0;10;88;FF;00;00;18
59954);28718.946;0;0440;8;FF;E1;00;00;FF;00;00;00
59955);28719.186;0;0153;8;00;80;10;FF;00;FF;D0;5E
59956);28719.418;0;0220;8;EE;03;08;2C;A9;01;FF;0F
59957);28723.401;0;0350;8;05;28;B4;54;6A;00;00;A7
59958);28723.985;0;04B1;8;27;64;62;9E;00;00;00;8B
59959);28724.231;0;0164;8;00;08;01;00;00;00;09;00
59960);28724.631;0;0316;8;05;22;CC;09;22;13;00;7F
59961);28724.868;0;0260;8;05;22;00;30;00;8B;5F;1C
59962);28725.098;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
59963);28725.332;0;0080;8;00;17;CC;09;22;13;22;65
59964);28725.572;0;0081;8;80;84;87;00;00;00;00;85
59965);28725.812;0;018F;8;00;34;22;00;00;3F;00;10
59966);28726.046;0;0329;8;0F;B4;80;8C;12;2B;00;10
59967);28726.293;0;0382;8;40;FE;0F;00;00;00;00;04
59968);28726.535;0;04F2;8;80;00;60;30;00;00;00;A0
59969);28726.771;0;0545;8;D8;11;00;8C;7E;00;7E;00
59970);28727.013;0;0165;8;BF;97;80;00;00;00;08;A0
59971);28727.199;0;02B0;5;2B;00;00;07;68;-1;-1;-1
59972);28728.442;0;043F;8;01;45;60;FF;7D;00;00;00
59973);28728.680;0;0370;8;FF;A0;10;88;FF;00;00;DC
59974);28728.926;0;0440;8;FF;31;00;00;FF;00;00;00
59975);28729.166;0;0153;8;00;80;10;FF;00;FF;E0;6E
59976);28729.414;0;01F1;8;00;BD;00;00;00;00;00;00
59977);28729.646;0;0220;8;EE;0B;06;1C;A9;11;FF;0F
59978);28733.342;0;0110;8;D0;3C;40;09;00;00;00;00
59979);28734.024;0;04B0;8;00;00;00;40;00;40;00;80
59980);28734.272;0;0164;8;00;08;01;00;00;00;0A;03
59981);28734.707;0;0316;8;05;22;9C;09;22;13;00;7F
59982);28734.947;0;018F;8;00;34;22;00;00;3F;00;10
59983);28735.181;0;0080;8;00;17;9C;09;22;13;22;86
59984);28735.419;0;0081;8;80;84;87;00;00;00;00;76
59985);28735.653;0;0260;8;05;22;00;30;00;8B;61;28
59986);28735.884;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
59987);28736.118;0;0329;8;0F;B4;80;8C;12;2B;00;10
59988);28736.358;0;04F0;8;00;00;46;00;00;0A;21;0F
59989);28736.592;0;0545;8;D8;11;00;8B;83;00;86;00
59990);28736.966;0;02B0;5;2D;00;00;07;19;-1;-1;-1
59991);28737.204;0;0165;8;C0;87;80;00;00;00;09;CE
59992);28738.455;0;043F;8;01;45;60;FF;7D;00;00;00
59993);28738.691;0;0370;8;FF;A0;10;88;FF;00;00;90
59994);28738.937;0;0440;8;FF;41;00;00;FF;00;00;00
59995);28739.175;0;0153;8;00;80;10;FF;00;FF;00;8E
59996);28739.403;0;0220;8;EE;13;FB;3B;A9;21;FF;0F
59997);28739.773;0;00A0;8;53;7F;C8;09;00;21;00;02
59998);28740.011;0;00A1;8;7D;8C;80;80;2B;00;00;00
59999);28743.382;0;0350;8;05;28;C4;54;6A;00;00;D7
60000);28743.983;0;04B1;8;27;64;62;9E;00;00;00;8B
60001);28744.229;0;0164;8;00;08;01;00;00;00;0B;02
60002);28744.459;0;0316;8;05;22;9C;09;22;13;00;7F
60003);28744.691;0;02A0;8;62;00;87;9D;C0;2E;36;0C
60004);28744.923;0;0080;8;00;17;9C;09;22;13;22;77
60005);28745.163;0;0081;8;80;84;87;00;00;00;00;67
60006);28745.404;0;018F;8;00;34;22;00;00;3F;00;10
60007);28745.640;0;0260;8;05;22;00;30;00;8B;61;37
60008);28745.874;0;0329;8;0F;B4;80;8C;12;2B;00;10
60009);28746.120;0;0382;8;40;FE;0F;00;00;00;00;08
60010);28746.360;0;04F2;8;80;00;60;30;00;00;00;A1
60011);28746.594;0;0545;8;D8;11;00;89;83;00;86;00
60012);28747.001;0;02B0;5;2C;00;00;07;3A;-1;-1;-1
60013);28747.239;0;0165;8;C1;87;80;00;00;00;0A;CC
60014);28748.525;0;043F;8;01;45;60;FF;7D;00;00;00
60015);28748.763;0;0370;8;FF;A0;10;88;FF;00;00;54
60016);28749.001;0;0153;8;00;80;10;FF;00;FF;10;9E
60017);28749.249;0;01F1;8;00;BD;00;00;00;00;00;00
60018);28749.479;0;0220;8;EE;1B;F3;0B;A9;21;FF;0F
60019);28749.725;0;0440;8;FF;91;00;00;FF;00;00;00
60020);28754.021;0;04B0;8;00;40;00;40;00;40;00;80
60021);28754.267;0;0164;8;00;08;01;00;00;00;0C;05
60022);28754.557;0;0316;8;05;22;88;09;22;13;00;7F
60023);28754.791;0;0260;8;05;22;00;30;00;8B;61;0A
60024);28755.032;0;018F;8;00;34;22;00;00;3F;00;10
60025);28755.264;0;0080;8;00;17;88;09;22;13;22;B8
60026);28755.502;0;0081;8;80;84;87;00;00;00;00;58
60027);28755.734;0;02A0;8;02;00;87;9D;C0;2E;36;0C
60028);28755.968;0;0329;8;0F;B4;80;8C;12;2B;00;10
60029);28756.213;0;04F0;8;00;00;48;00;00;0A;21;0F
60030);28756.447;0;0545;8;D8;11;00;89;83;00;86;00
60031);28756.919;0;02B0;5;2B;00;00;07;5B;-1;-1;-1
60032);28757.161;0;0165;8;C1;87;80;00;00;00;0B;CD
60033);28758.437;0;043F;8;01;45;60;FF;7D;00;00;00
60034);28758.677;0;0370;8;FF;A0;10;88;FF;00;00;18
60035);28758.925;0;0440;8;FF;E1;00;00;FF;00;00;00
60036);28759.166;0;0153;8;00;80;10;FF;00;FF;20;AE
60037);28759.396;0;0220;8;EE;23;F7;3B;A9;21;FF;0F
60038);28763.376;0;0350;8;05;28;D4;54;6A;00;00;C7
60039);28763.983;0;04B1;8;27;64;62;9E;00;00;00;8B
60040);28764.231;0;0164;8;00;08;01;00;00;00;0D;04
60041);28764.533;0;0316;8;05;22;88;09;22;13;00;7F
60042);28764.769;0;0260;8;05;22;00;30;00;8B;61;19
60043);28764.999;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
60044);28765.231;0;0080;8;00;17;88;09;22;13;22;A9
60045);28765.474;0;0081;8;80;84;87;00;00;00;00;49
60046);28765.714;0;018F;8;00;34;22;00;00;3F;00;10
60047);28765.950;0;0329;8;40;B4;80;8C;12;2B;00;10
60048);28766.196;0;0382;8;40;FE;0F;00;00;00;00;0C
60049);28766.440;0;04F2;8;80;00;60;30;00;00;00;A2
60050);28766.675;0;0545;8;D8;11;00;89;83;00;86;00
60051);28766.961;0;02B0;5;2D;00;00;07;4C;-1;-1;-1
60052);28767.199;0;0165;8;C1;97;80;00;00;00;0C;DA
60053);28768.421;0;043F;8;01;45;60;FF;7D;00;00;00
60054);28768.659;0;0370;8;FF;A0;10;88;FF;00;00;DC
60055);28768.905;0;0440;8;FF;31;00;00;FF;00;00;00
60056);28769.145;0;0153;8;00;80;10;FF;00;FF;30;BE
60057);28769.393;0;01F1;8;00;BD;00;00;00;00;00;00
60058);28769.625;0;0220;8;ED;2B;01;2C;A9;01;FF;0F
60059);28773.741;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
60060);28774.020;0;04B0;8;00;80;00;40;00;40;00;80
60061);28774.266;0;0164;8;00;08;01;00;00;00;0E;07
60062);28774.500;0;0260;8;05;22;00;30;00;8B;61;28
60063);28774.730;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
60064);28774.962;0;0080;8;00;17;88;09;22;13;22;9A
60065);28775.200;0;0081;8;80;84;87;00;00;00;00;3A
60066);28775.441;0;018F;8;00;34;22;00;00;3F;00;10
60067);28775.671;0;0316;8;05;22;88;09;22;13;00;7F
60068);28775.905;0;0329;8;40;B4;80;8C;12;2A;00;10
60069);28776.149;0;04F0;8;00;00;4A;00;00;0A;21;0F
60070);28776.381;0;0545;8;D8;11;00;8A;83;00;86;00
60071);28777.004;0;02B0;5;2D;00;00;07;5D;-1;-1;-1
60072);28777.246;0;0165;8;C1;87;80;00;00;00;0D;CB
60073);28777.609;0;02C0;8;3D;00;00;00;00;00;00;00
60074);28778.412;0;043F;8;01;45;60;FF;7D;00;00;00
60075);28778.648;0;0370;8;FF;A0;10;88;FF;00;00;90
60076);28778.894;0;0440;8;FF;41;00;00;FF;00;00;00
60077);28779.132;0;0153;8;00;80;10;FF;00;FF;40;CE
60078);28779.362;0;0220;8;EC;33;02;3C;A9;01;FF;0F
60079);28783.278;0;0120;4;00;00;00;00;-1;-1;-1;-1
60080);28783.512;0;0350;8;05;28;E4;54;6A;00;00;F7
60081);28783.760;0;0517;8;00;00;00;00;00;00;00;00
60082);28783.997;0;04B1;8;27;64;62;9E;00;00;00;8B
60083);28784.243;0;0164;8;00;08;01;00;00;00;0F;06
60084);28784.473;0;0316;8;05;23;9E;09;23;13;00;7F
60085);28784.705;0;02A0;8;62;00;87;9D;C0;2E;36;0C
