No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
30168);14414.220;0;01F1;8;00;BD;00;00;00;00;00;00
30169);14414.461;0;0165;8;10;F8;7F;00;00;00;09;9E
30170);14414.697;0;0220;8;EF;2B;04;0C;0C;00;FF;0F
30171);14414.881;0;02B0;5;14;00;00;07;B9;-1;-1;-1
30172);14415.121;0;0370;8;FF;20;00;80;FF;00;00;EC
30173);14415.363;0;043F;8;00;40;60;FF;7B;40;09;00
30174);14415.605;0;0440;8;FF;F0;00;00;FF;3C;09;00
30175);14417.115;0;0316;8;05;1E;A6;09;1E;17;00;7F
30176);14417.360;0;018F;8;00;30;1E;00;00;3F;00;10
30177);14417.594;0;0080;8;00;17;A6;09;1E;17;1E;EB
30178);14417.834;0;0081;8;40;84;88;00;00;00;00;5B
30179);14418.068;0;0260;8;05;1E;00;30;00;8C;61;3B
30180);14418.298;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30181);14418.529;0;0329;8;84;B0;80;8C;11;2A;00;10
30182);14418.777;0;0382;8;40;FE;0F;00;00;00;00;00
30183);14419.023;0;04B0;8;00;80;00;40;00;40;00;80
30184);14419.269;0;0164;8;00;08;01;00;00;00;0E;07
30185);14419.505;0;0350;8;05;20;44;54;72;00;00;47
30186);14419.741;0;0545;8;D8;0F;00;8C;37;00;36;00
30187);14419.991;0;0587;8;00;00;00;00;00;00;00;02
30188);14420.234;0;04F2;8;80;00;00;30;00;00;00;C3
30189);14423.970;0;0153;8;00;80;10;FF;00;FF;00;8E
30190);14424.210;0;0220;8;EE;33;03;0C;0C;00;FF;0F
30191);14424.452;0;043F;8;00;40;60;FF;7B;40;09;00
30192);14424.692;0;0165;8;10;F8;7F;00;00;00;0A;9D
30193);14424.880;0;02B0;5;12;00;00;07;EA;-1;-1;-1
30194);14425.122;0;0370;8;FF;20;00;80;FF;00;00;A0
30195);14425.365;0;0440;8;FF;00;00;00;FF;40;09;00
30196);14427.376;0;0316;8;05;1D;B2;09;1D;17;00;7F
30197);14427.615;0;0260;8;05;1D;00;30;00;8C;5D;04
30198);14427.857;0;018F;8;00;30;1D;00;00;3F;00;10
30199);14428.089;0;0080;8;00;17;B2;09;1D;17;1D;2C
30200);14428.331;0;0081;8;40;84;88;00;00;00;00;4C
30201);14428.563;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30202);14428.794;0;0329;8;84;B0;80;8C;11;2A;00;10
30203);14429.028;0;04B1;8;28;64;62;9E;00;00;00;8C
30204);14429.274;0;0164;8;00;08;01;00;00;00;0F;06
30205);14429.508;0;0545;8;D8;0F;00;8B;2E;00;2F;00
30206);14430.056;0;04F0;8;00;00;8C;00;00;0A;21;0F
30207);14433.970;0;0153;8;00;80;10;FF;00;FF;10;9E
30208);14434.218;0;01F1;8;00;BD;00;00;00;00;00;00
30209);14434.448;0;0220;8;EF;3B;FD;1B;0C;20;FF;0F
30210);14434.684;0;0165;8;10;E8;7F;00;00;00;0B;8C
30211);14434.871;0;02B0;5;14;00;00;07;9B;-1;-1;-1
30212);14435.111;0;0370;8;FF;20;00;80;FF;00;00;64
30213);14435.351;0;043F;8;00;40;60;FF;7B;3C;09;00
30214);14435.595;0;0440;8;FF;50;00;00;FF;3C;09;00
30215);14435.749;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
30216);14437.319;0;0316;8;05;1D;B2;09;1D;17;00;7F
30217);14437.555;0;0260;8;05;1D;00;30;00;8C;5D;13
30218);14437.788;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30219);14438.020;0;0080;8;00;17;B2;09;1D;17;1D;1D
30220);14438.260;0;0081;8;40;84;88;00;00;00;00;3D
30221);14438.502;0;018F;8;00;30;1D;00;00;3F;00;10
30222);14438.734;0;0329;8;D7;B0;80;8C;11;2A;00;10
30223);14438.981;0;0382;8;40;FE;0F;00;00;00;00;04
30224);14439.227;0;04B0;8;00;C0;00;40;00;40;00;80
30225);14439.475;0;0164;8;00;08;01;00;00;00;00;09
30226);14439.709;0;0350;8;05;20;54;54;72;00;00;57
30227);14439.941;0;0545;8;D8;0F;00;8A;2E;00;2F;00
30228);14441.527;0;04F2;8;80;00;00;30;00;00;00;C4
30229);14443.978;0;0153;8;00;80;10;FF;00;FF;20;AE
30230);14444.212;0;0220;8;EF;03;FA;23;0C;10;FF;0F
30231);14444.466;0;043F;8;00;40;60;FF;7B;34;09;00
30232);14444.707;0;0165;8;10;F8;7F;00;00;00;0C;9B
30233);14444.955;0;0018;8;20;00;01;60;01;00;20;00
30234);14445.143;0;02B0;5;12;00;00;07;8C;-1;-1;-1
30235);14445.385;0;0110;8;D0;3C;40;09;00;00;00;00
30236);14445.629;0;0370;8;FF;20;00;80;FF;00;00;28
30237);14445.871;0;0440;8;FF;A0;00;00;FF;2C;09;00
30238);14446.123;0;05A0;8;00;00;00;00;00;00;00;00
30239);14447.091;0;0316;8;05;1D;B2;09;1D;17;00;7F
30240);14447.334;0;018F;8;00;30;1D;00;00;3F;00;10
30241);14447.566;0;0080;8;00;17;B2;09;1D;17;1D;0E
30242);14447.808;0;0081;8;40;84;88;00;00;00;00;2E
30243);14448.044;0;0260;8;05;1D;00;30;00;8C;5D;22
30244);14448.276;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30245);14448.508;0;0329;8;D7;B0;80;8C;11;2A;00;10
30246);14448.745;0;0545;8;D8;0F;00;8B;2F;00;30;00
30247);14448.979;0;04B1;8;28;64;62;9E;00;00;00;8C
30248);14449.227;0;0164;8;00;08;01;00;00;00;01;08
30249);14450.043;0;04F0;8;00;00;8E;00;00;0A;21;0F
30250);14450.690;0;02C0;8;3D;00;00;00;00;00;00;00
30251);14452.602;0;05A2;4;25;02;91;02;-1;-1;-1;-1
30252);14453.970;0;0153;8;00;80;10;FF;00;FF;30;BE
30253);14454.218;0;01F1;8;00;BD;00;00;00;00;00;00
30254);14454.454;0;0220;8;F0;0B;FE;03;0C;10;FF;0F
30255);14454.695;0;0165;8;10;F8;7F;00;00;00;0D;9A
30256);14454.879;0;02B0;5;12;00;00;07;9D;-1;-1;-1
30257);14455.119;0;0370;8;FF;20;00;80;FF;00;00;EC
30258);14455.359;0;043F;8;00;40;60;FF;7B;30;09;00
30259);14455.601;0;0440;8;FF;F0;00;00;FF;30;09;00
30260);14457.131;0;0316;8;05;1D;B2;09;1D;17;00;7F
30261);14457.373;0;018F;8;00;30;1D;00;00;3F;00;10
30262);14457.610;0;0080;8;00;17;B2;09;1D;17;1D;FF
30263);14457.856;0;0081;8;40;84;88;00;00;00;00;1F
30264);14458.092;0;0260;8;05;1D;00;30;00;8C;5D;31
30265);14458.322;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30266);14458.554;0;0329;8;D7;B0;80;8C;11;2A;00;10
30267);14458.800;0;0382;8;40;FE;0F;00;00;00;00;08
30268);14459.049;0;04B0;8;00;00;00;80;00;40;00;80
30269);14459.299;0;0164;8;00;08;01;00;00;00;02;0B
30270);14459.533;0;0350;8;05;20;64;54;72;00;00;67
30271);14459.769;0;0545;8;D8;0F;00;8B;2F;00;30;00
30272);14460.083;0;04F2;8;80;00;10;30;00;00;00;C5
30273);14463.969;0;0153;8;00;80;10;FF;00;FF;40;CE
30274);14464.199;0;0220;8;F1;13;01;24;0C;30;FF;0F
30275);14464.439;0;043F;8;00;40;60;FF;7B;30;09;00
30276);14464.680;0;0165;8;10;F8;7F;00;00;00;0E;99
30277);14464.866;0;02B0;5;12;00;00;07;AE;-1;-1;-1
30278);14465.108;0;0370;8;FF;20;00;80;FF;00;00;A0
30279);14465.352;0;0440;8;FF;00;00;00;FF;34;09;00
30280);14467.284;0;0316;8;05;1D;B2;09;1D;17;00;7F
30281);14467.522;0;0260;8;05;1D;00;30;00;8C;5D;04
30282);14467.764;0;018F;8;00;30;1D;00;00;3F;00;10
30283);14468.000;0;0080;8;00;17;B2;09;1D;17;1D;E0
30284);14468.245;0;0081;8;40;84;88;00;00;00;00;00
30285);14468.477;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30286);14468.709;0;0329;8;D7;B0;80;8C;11;2A;00;10
30287);14468.943;0;0545;8;D8;0F;00;8C;2E;00;2F;00
30288);14469.177;0;04B1;8;28;64;62;9E;00;00;00;8C
30289);14469.425;0;0164;8;00;08;01;00;00;00;03;0A
30290);14470.007;0;04F0;8;00;00;90;00;00;0A;21;0F
30291);14473.969;0;0153;8;00;80;10;FF;00;FF;50;DE
30292);14474.218;0;01F1;8;00;BD;00;00;00;00;00;00
30293);14474.448;0;0220;8;F2;1B;FE;33;0C;10;FF;0F
30294);14474.692;0;0165;8;10;F8;7F;00;00;00;0F;98
30295);14474.880;0;02B0;5;14;00;00;07;DF;-1;-1;-1
30296);14475.120;0;0370;8;FF;20;00;80;FF;00;00;64
30297);14475.360;0;043F;8;00;40;60;FF;7B;34;09;00
30298);14475.602;0;0440;8;FF;50;00;00;FF;38;09;00
30299);14477.312;0;0316;8;05;1D;B0;09;1D;17;00;7F
30300);14477.549;0;0260;8;05;1D;00;30;00;8C;5D;13
30301);14477.781;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30302);14478.017;0;0080;8;00;17;B0;09;1D;17;1D;F1
30303);14478.259;0;0081;8;40;84;88;00;00;00;00;F1
30304);14478.501;0;018F;8;00;30;1D;00;00;3F;00;10
30305);14478.733;0;0329;8;D7;B0;80;8C;11;2A;00;10
30306);14478.980;0;0382;8;40;FE;0F;00;00;00;00;0C
30307);14479.224;0;04B0;8;00;40;00;80;00;40;00;80
30308);14479.470;0;0164;8;00;08;01;00;00;00;04;0D
30309);14479.706;0;0350;8;05;20;74;54;72;00;00;77
30310);14479.938;0;0545;8;D8;0F;00;8B;2C;00;2D;00
30311);14480.178;0;04F2;8;80;00;10;30;00;00;00;C6
30312);14483.972;0;0153;8;00;80;10;FF;00;FF;60;EE
30313);14484.206;0;0220;8;F4;23;FA;03;0C;10;FF;0F
30314);14484.450;0;0370;8;FF;20;00;80;FF;00;00;28
30315);14484.689;0;0165;8;10;E8;7F;00;00;00;00;87
30316);14484.937;0;0018;8;20;00;01;60;01;00;20;00
30317);14485.123;0;02B0;5;12;00;00;07;40;-1;-1;-1
30318);14485.363;0;043F;8;00;40;60;FF;7B;34;09;00
30319);14485.603;0;0440;8;FF;A0;00;00;FF;38;09;00
30320);14487.493;0;0316;8;05;1D;B0;09;1D;17;00;7F
30321);14487.736;0;018F;8;00;30;1D;00;00;3F;00;10
30322);14487.970;0;0080;8;00;17;B0;09;1D;17;1D;E2
30323);14488.210;0;0081;8;40;84;88;00;00;00;00;E2
30324);14488.446;0;0260;8;05;1D;00;30;00;8C;5D;22
30325);14488.678;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30326);14488.910;0;0329;8;D7;B0;80;8C;11;2A;00;10
30327);14489.145;0;04B1;8;28;64;62;9E;00;00;00;8C
30328);14489.389;0;0164;8;00;08;01;00;00;00;05;0C
30329);14489.623;0;0545;8;D8;0F;00;8A;2D;00;2E;00
30330);14491.399;0;04F0;8;00;00;92;00;00;0A;21;0F
30331);14491.661;0;04F1;8;C0;18;00;00;00;00;00;00
30332);14491.929;0;051A;8;00;03;00;00;00;00;00;00
30333);14492.191;0;0690;8;03;00;00;20;A0;00;09;00
30334);14493.968;0;0153;8;00;80;10;FF;00;FF;70;FE
30335);14494.216;0;01F1;8;00;BD;00;00;00;00;00;00
30336);14494.450;0;0220;8;F4;2B;F8;13;0C;10;FF;0F
30337);14494.692;0;0165;8;10;F8;7F;00;00;00;01;96
30338);14494.866;0;0120;4;00;00;00;00;-1;-1;-1;-1
30339);14495.050;0;02B0;5;12;00;00;07;51;-1;-1;-1
30340);14495.291;0;0370;8;FF;20;00;80;FF;00;00;EC
30341);14495.529;0;043F;8;00;40;60;FF;7B;38;09;00
30342);14495.773;0;0440;8;FF;F0;00;00;FF;40;09;00
30343);14496.021;0;0517;8;00;00;00;00;00;00;00;00
30344);14496.265;0;059B;8;00;00;00;00;00;00;00;C4
30345);14497.235;0;0316;8;05;1D;B0;09;1D;17;00;7F
30346);14497.471;0;0260;8;05;1D;00;30;00;8C;5D;31
30347);14497.702;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30348);14497.936;0;0080;8;00;17;B0;09;1D;17;1D;D3
30349);14498.178;0;0081;8;40;84;88;00;00;00;00;D3
30350);14498.420;0;018F;8;00;30;1D;00;00;3F;00;10
30351);14498.654;0;0329;8;0F;B0;80;8C;11;2A;00;10
30352);14498.902;0;0382;8;40;FE;0F;00;00;00;00;00
30353);14499.149;0;04B0;8;00;80;00;80;00;40;00;80
30354);14499.397;0;0164;8;00;08;01;00;00;00;06;0F
30355);14499.631;0;0350;8;05;20;84;54;72;00;00;87
30356);14499.863;0;0545;8;D8;0F;00;8B;2D;00;2E;00
30357);14500.191;0;04F2;8;80;00;10;30;00;00;00;C7
30358);14503.970;0;0153;8;00;80;10;FF;00;FF;80;0E
30359);14504.202;0;0220;8;F2;33;FD;33;0C;10;FF;0F
30360);14504.448;0;0370;8;FF;20;00;80;FF;00;00;A0
30361);14504.693;0;0165;8;10;F8;7F;00;00;00;02;95
30362);14504.881;0;02B0;5;11;00;00;07;52;-1;-1;-1
30363);14505.123;0;043F;8;00;40;60;FF;7B;40;09;00
30364);14505.367;0;0440;8;FF;00;00;00;FF;48;09;00
30365);14505.619;0;0510;8;00;00;00;00;00;00;00;00
30366);14507.321;0;0316;8;05;1D;B0;09;1D;17;00;7F
30367);14507.560;0;0260;8;05;1D;00;30;00;8C;5D;04
30368);14507.802;0;018F;8;00;30;1D;00;00;3F;00;10
30369);14508.034;0;0080;8;00;17;B0;09;1D;17;1D;C4
30370);14508.274;0;0081;8;40;84;88;00;00;00;00;C4
30371);14508.506;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30372);14508.741;0;0329;8;0F;B0;80;8C;11;2A;00;10
30373);14508.975;0;04B1;8;28;64;62;9E;00;00;00;8C
30374);14509.219;0;0164;8;00;08;01;00;00;00;07;0E
30375);14509.455;0;0545;8;D8;0F;00;8A;2C;00;2D;00
30376);14510.103;0;04F0;8;00;00;94;00;00;0A;21;0F
30377);14513.967;0;0153;8;00;80;10;FF;00;FF;90;1E
30378);14514.207;0;00A0;8;4B;7B;B2;09;00;20;00;02
30379);14514.445;0;00A1;8;7E;8D;80;80;27;00;00;00
30380);14514.687;0;0165;8;10;F8;7F;00;00;00;03;94
30381);14514.936;0;01F1;8;00;BD;00;00;00;00;00;00
30382);14515.168;0;0220;8;F1;3B;01;24;0C;30;FF;0F
30383);14515.354;0;02B0;5;11;00;00;07;43;-1;-1;-1
30384);14515.594;0;0370;8;FF;20;00;80;FF;00;00;64
30385);14515.834;0;043F;8;00;40;60;FF;7B;3C;09;00
30386);14516.076;0;0440;8;FF;50;00;00;FF;38;09;00
30387);14517.253;0;0587;8;00;00;00;00;00;00;00;03
30388);14517.489;0;0260;8;05;1D;00;30;00;8C;5D;13
30389);14517.721;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30390);14517.953;0;0080;8;00;17;B0;09;1D;17;1D;B5
30391);14518.193;0;0081;8;40;84;88;00;00;00;00;B5
30392);14518.436;0;018F;8;00;30;1D;00;00;3F;00;10
30393);14518.668;0;0316;8;05;1D;B0;09;1D;17;00;7F
30394);14518.902;0;0329;8;0F;B0;80;8C;11;2A;00;10
30395);14519.148;0;0382;8;40;FE;0F;00;00;00;00;04
30396);14519.392;0;04B0;8;00;C0;00;80;00;40;00;80
30397);14519.640;0;0164;8;00;08;01;00;00;00;08;01
30398);14519.874;0;0350;8;05;20;94;54;72;00;00;97
30399);14520.115;0;04F2;8;80;00;10;30;00;00;00;C8
30400);14520.351;0;0545;8;D8;0F;00;8A;2C;00;2D;00
30401);14523.971;0;0153;8;00;80;10;FF;00;FF;A0;2E
30402);14524.207;0;0220;8;EF;03;01;0C;0C;00;FF;0F
30403);14524.429;0;02B0;5;13;00;00;07;14;-1;-1;-1
30404);14524.669;0;0165;8;10;F8;7F;00;00;00;04;93
30405);14524.917;0;0018;8;20;00;01;60;01;00;20;00
30406);14525.161;0;0370;8;FF;20;00;80;FF;00;00;28
30407);14525.401;0;043F;8;00;40;60;FF;7B;3C;09;00
30408);14525.642;0;0440;8;FF;A0;00;00;FF;3C;09;00
30409);14527.118;0;0316;8;05;1D;CA;09;1D;17;00;7F
30410);14527.360;0;018F;8;00;30;1D;00;00;3F;00;10
30411);14527.596;0;0080;8;00;17;CA;09;1D;17;1D;F6
30412);14527.838;0;0081;8;40;84;88;00;00;00;00;A6
30413);14528.072;0;0260;8;05;1D;00;30;00;8C;5B;24
30414);14528.304;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30415);14528.539;0;0329;8;0F;B0;80;8C;11;2A;00;10
30416);14528.773;0;0545;8;D8;0F;00;8B;28;00;2C;00
30417);14529.007;0;04B1;8;28;64;62;9E;00;00;00;8C
30418);14529.253;0;0164;8;00;08;01;00;00;00;09;00
30419);14530.035;0;04F0;8;00;00;96;00;00;0A;21;0F
30420);14533.969;0;0153;8;00;80;10;FF;00;FF;B0;3E
30421);14534.217;0;01F1;8;00;BD;00;00;00;00;00;00
30422);14534.447;0;0220;8;EF;0B;FD;1B;0C;20;FF;0F
30423);14534.689;0;0165;8;10;F8;7F;00;00;00;05;92
30424);14534.876;0;02B0;5;11;00;00;07;25;-1;-1;-1
30425);14535.116;0;0370;8;FF;20;00;80;FF;00;00;EC
30426);14535.358;0;043F;8;00;40;60;FF;7B;40;09;00
30427);14535.604;0;0440;8;FF;F0;00;00;FF;48;09;00
30428);14535.758;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
30429);14537.186;0;0316;8;05;1D;DC;09;1D;17;00;7F
30430);14537.421;0;0260;8;05;1D;00;30;00;8C;5B;33
30431);14537.651;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30432);14537.887;0;0080;8;00;17;DC;09;1D;17;1D;B7
30433);14538.129;0;0081;8;40;84;88;00;00;00;00;97
30434);14538.371;0;018F;8;00;30;1D;00;00;3F;00;10
30435);14538.605;0;0329;8;0F;B0;80;8C;11;2A;00;10
30436);14538.852;0;0382;8;40;FE;0F;00;00;00;00;08
30437);14539.098;0;04B0;8;00;00;00;C0;00;40;00;80
30438);14539.346;0;0164;8;00;08;01;00;00;00;0A;03
30439);14539.580;0;0350;8;05;20;A4;54;72;00;00;A7
30440);14539.814;0;0545;8;D8;0F;00;8B;28;00;2C;00
30441);14541.500;0;04F2;8;80;00;10;30;00;00;00;C9
30442);14543.968;0;0153;8;00;80;10;FF;00;FF;C0;4E
30443);14544.199;0;0220;8;EF;13;FD;2B;0C;30;05;10
30444);14544.447;0;043F;8;00;40;60;FF;7B;40;09;00
30445);14544.687;0;0165;8;10;F8;7F;00;00;00;06;91
30446);14544.929;0;0110;8;D0;3C;40;09;00;00;00;00
30447);14545.113;0;02B0;5;14;00;00;07;46;-1;-1;-1
30448);14545.356;0;0370;8;FF;20;00;80;FF;00;00;A0
30449);14545.598;0;0440;8;FF;00;00;00;FF;40;09;00
30450);14547.294;0;0316;8;05;1D;DC;09;1D;17;00;7F
30451);14547.530;0;0260;8;05;1D;00;30;00;8C;5B;06
30452);14547.772;0;018F;8;00;30;1D;00;00;3F;00;10
30453);14548.006;0;0080;8;00;17;DC;09;1D;17;1D;A8
30454);14548.246;0;0081;8;40;84;88;00;00;00;00;88
30455);14548.479;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30456);14548.713;0;0329;8;0F;B0;80;8C;11;2A;00;10
30457);14548.947;0;0545;8;D8;0F;00;8C;28;00;2C;00
30458);14549.181;0;04B1;8;28;64;62;9E;00;00;00;8C
30459);14549.427;0;0164;8;00;08;01;00;00;00;0B;02
30460);14550.053;0;04F0;8;00;00;98;00;00;0A;21;0F
30461);14550.457;0;02C0;8;3D;00;00;00;00;00;00;00
30462);14553.967;0;0153;8;00;80;10;FF;00;FF;D0;5E
30463);14554.215;0;01F1;8;00;BD;00;00;00;00;00;00
30464);14554.457;0;0165;8;10;F8;7F;00;00;00;07;90
30465);14554.689;0;0220;8;EF;1B;02;1C;0C;20;0A;10
30466);14554.862;0;0050;4;00;83;10;00;-1;-1;-1;-1
30467);14555.050;0;02B0;5;12;00;00;07;37;-1;-1;-1
30468);14555.290;0;0370;8;FF;20;00;80;FF;00;00;64
30469);14555.532;0;043F;8;00;40;60;FF;7B;40;09;00
30470);14555.774;0;0440;8;FF;50;00;00;FF;40;09;00
30471);14557.268;0;0316;8;05;1D;DC;09;1D;17;00;7F
30472);14557.503;0;0260;8;05;1D;00;30;00;8C;5B;15
30473);14557.735;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30474);14557.969;0;0080;8;00;17;DC;09;1D;17;1D;99
30475);14558.209;0;0081;8;40;84;88;00;00;00;00;79
30476);14558.451;0;018F;8;00;30;1D;00;00;3F;00;10
30477);14558.685;0;0329;8;40;B0;80;8C;11;2A;00;10
30478);14558.932;0;0382;8;40;FE;0F;00;00;00;00;0C
30479);14559.178;0;04B0;8;00;40;00;C0;00;40;00;80
30480);14559.424;0;0164;8;00;08;01;00;00;00;0C;05
30481);14559.660;0;0350;8;05;20;B4;54;72;00;00;B7
30482);14559.894;0;0545;8;D8;0F;00;8C;29;00;2D;00
30483);14560.134;0;04F2;8;80;00;20;30;00;00;00;CA
30484);14560.276;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
30485);14563.970;0;0153;8;00;80;10;FF;00;FF;E0;6E
30486);14564.205;0;0220;8;EE;23;04;2C;0C;10;0A;10
30487);14564.449;0;0370;8;FF;20;00;80;FF;00;00;28
30488);14564.691;0;0165;8;10;F8;7F;00;00;00;08;9F
30489);14564.940;0;0018;8;20;00;01;60;01;00;20;00
30490);14565.127;0;02B0;5;12;00;00;07;C8;-1;-1;-1
30491);14565.365;0;043F;8;00;40;60;FF;7B;44;09;00
30492);14565.605;0;0440;8;FF;A0;00;00;FF;4C;09;00
30493);14567.795;0;0316;8;05;1C;DC;09;1D;17;00;7F
30494);14568.027;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
30495);14568.261;0;0329;8;40;B0;80;8C;11;2A;00;10
30496);14568.499;0;0080;8;00;17;DC;09;1C;17;1D;9A
30497);14568.741;0;0081;8;40;84;88;00;00;00;00;6A
30498);14568.984;0;018F;8;00;30;1D;00;00;3F;00;10
30499);14569.218;0;0260;8;05;1D;00;30;00;8C;5B;24
30500);14569.452;0;04B1;8;28;64;62;9E;00;00;00;8C
30501);14569.700;0;0164;8;00;08;01;00;00;00;0D;04
30502);14569.936;0;0545;8;D8;0F;00;8C;28;00;2D;00
30503);14570.176;0;04F0;8;00;00;9A;00;00;0A;21;0F
30504);14573.962;0;0153;8;00;80;10;FF;00;FF;00;8E
30505);14574.210;0;01F1;8;00;BD;00;00;00;00;00;00
30506);14574.447;0;0220;8;EE;2B;00;0C;0C;10;08;10
30507);14574.687;0;0165;8;10;F8;7F;00;00;00;09;9E
30508);14574.871;0;02B0;5;14;00;00;07;B9;-1;-1;-1
30509);14575.111;0;0370;8;FF;20;00;80;FF;00;00;EC
30510);14575.353;0;043F;8;00;40;60;FF;7B;50;09;00
30511);14575.597;0;0440;8;FF;F0;00;00;FF;60;09;00
30512);14577.163;0;0316;8;05;1C;E2;09;1C;17;00;7F
30513);14577.408;0;018F;8;00;30;1C;00;00;3F;00;10
30514);14577.644;0;0260;8;05;1C;00;30;00;8C;5B;34
30515);14577.880;0;0080;8;00;17;E2;09;1C;17;1C;2B
30516);14578.120;0;0081;8;40;84;88;00;00;00;00;5B
30517);14578.350;0;02A0;8;62;00;88;9D;C0;2E;36;0C
30518);14578.584;0;0329;8;40;B0;80;8C;11;2A;00;10
30519);14578.833;0;0382;8;40;FE;0F;00;00;00;00;00
30520);14579.083;0;04B0;8;00;80;00;C0;00;40;00;80
30521);14579.329;0;0164;8;00;08;01;00;00;00;0E;07
30522);14579.565;0;0350;8;05;20;C4;54;72;00;00;C7
30523);14579.797;0;0545;8;D8;0F;00;8B;28;00;27;00
30524);14580.037;0;04F2;8;80;00;20;30;00;00;00;CB
30525);14583.963;0;0153;8;00;80;10;FF;00;FF;10;9E
30526);14584.199;0;0220;8;F0;33;F9;2B;0C;20;05;10
30527);14584.439;0;043F;8;00;40;60;FF;7B;58;09;00
30528);14584.680;0;0165;8;10;F8;7F;00;00;00;0A;9D
30529);14584.868;0;02B0;5;12;00;00;07;EA;-1;-1;-1
30530);14585.110;0;0370;8;FF;20;00;80;FF;00;00;A0
30531);14585.352;0;0440;8;FF;00;00;00;FF;64;09;00
30532);14587.296;0;0316;8;05;1C;E4;09;1C;17;00;7F
30533);14587.534;0;0260;8;05;1C;00;30;00;8C;5B;07
30534);14587.778;0;018F;8;00;30;1C;00;00;3F;00;10
30535);14588.017;0;0080;8;00;17;E4;09;1C;17;1C;FC
30536);14588.259;0;0081;8;40;84;88;00;00;00;00;4C
30537);14588.491;0;02A0;8;02;00;88;9D;C0;2E;36;0C
30538);14588.725;0;0329;8;40;B0;80;8C;11;2A;00;10
30539);14588.959;0;04B1;8;28;64;62;9E;00;00;00;8C
30540);14589.205;0;0164;8;00;08;01;00;00;00;0F;06
30541);14589.439;0;0545;8;D8;0F;00;8A;29;00;28;00
30542);14591.329;0;04F0;8;00;00;9C;00;00;0A;21;0F
30543);14591.594;0;04F1;8;C0;18;00;00;00;00;00;00
30544);14591.856;0;0690;8;03;00;00;20;A0;00;0D;00
30545);14593.964;0;0153;8;00;80;10;FF;00;FF;20;AE
30546);14594.212;0;01F1;8;00;BD;00;00;00;00;00;00
30547);14594.446;0;0220;8;F0;3B;F8;0B;0C;20;02;10
30548);14594.683;0;0165;8;10;E8;7F;00;00;00;0B;8C
30549);14594.869;0;02B0;5;11;00;00;07;CB;-1;-1;-1
30550);14595.109;0;0370;8;FF;20;00;80;FF;00;00;64
30551);14595.349;0;043F;8;00;40;60;FF;7B;58;09;00
30552);14595.595;0;0440;8;FF;50;00;00;FF;5C;09;00
30553);14595.841;0;059B;8;00;00;00;00;00;00;00;88
30554);14597.395;0;0316;8;05;1C;E4;09;1C;17;00;7F
30555);14597.629;0;0260;8;05;1C;00;30;00;8C;5B;16
30556);14597.862;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
30557);14598.100;0;0080;8;00;17;E4;09;1C;17;1C;ED
30558);14598.340;0;0081;8;40;84;88;00;00;00;00;3D
30559);14598.584;0;018F;8;00;30;1C;00;00;3F;00;10
30560);14598.818;0;0329;8;40;B0;80;8C;11;2A;00;10
30561);14599.064;0;0382;8;40;FE;0F;00;00;00;00;04
30562);14599.308;0;04B0;8;00;C0;00;C0;00;40;00;80
30563);14599.557;0;0164;8;00;08;01;00;00;00;00;09
30564);14599.791;0;0350;8;05;20;D4;54;72;00;00;D7
30565);14600.025;0;0545;8;D8;0F;00;8B;29;00;28;00
30566);14600.265;0;04F2;8;80;00;20;30;00;00;00;CC
30567);14603.969;0;0153;8;00;80;10;FF;00;FF;30;BE
30568);14604.205;0;0220;8;EE;03;FE;13;0C;30;00;10
30569);14604.465;0;043F;8;00;40;60;FF;7B;60;09;00
30570);14604.706;0;0165;8;10;F8;7F;00;00;00;0C;9B
30571);14604.894;0;02B0;5;13;00;00;07;9C;-1;-1;-1
30572);14605.138;0;0370;8;FF;20;00;80;FF;00;00;28
30573);14605.380;0;0440;8;FF;A0;00;00;FF;68;09;00
30574);14605.632;0;0510;8;00;00;00;00;00;00;00;00
30575);14607.098;0;0316;8;05;1C;E4;09;1C;17;00;7F
30576);14607.342;0;018F;8;00;30;1C;00;00;3F;00;10
30577);14607.581;0;0080;8;00;17;E4;09;1C;17;1C;DE
30578);14607.823;0;0081;8;40;84;88;00;00;00;00;2E
