No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
20682);9884.322;0;0165;8;0F;08;80;00;00;00;04;83
20683);9884.556;0;0220;8;EF;03;FA;2B;0C;10;FF;0F
20684);9884.742;0;02B0;5;11;00;00;07;34;-1;-1;-1
20685);9884.986;0;0370;8;FF;20;00;80;FF;00;00;28
20686);9885.226;0;043F;8;00;40;60;FF;7B;B0;09;00
20687);9885.469;0;0440;8;FF;A0;00;00;FF;B4;09;00
20688);9887.332;0;0316;8;05;17;14;0A;17;15;00;7F
20689);9887.571;0;018F;8;00;2F;17;00;00;3F;00;10
20690);9887.805;0;0080;8;00;17;14;0A;17;15;17;D6
20691);9888.047;0;0081;8;40;84;88;00;00;00;00;A6
20692);9888.285;0;0260;8;05;17;00;30;00;8C;53;22
20693);9888.517;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
20694);9888.748;0;0329;8;D7;B2;80;8C;11;2A;00;10
20695);9888.988;0;0545;8;D8;0F;00;89;02;00;03;00
20696);9889.222;0;04B1;8;28;64;62;9E;00;00;00;8C
20697);9889.468;0;0164;8;00;08;01;00;00;00;09;00
20698);9891.574;0;04F0;8;00;00;C6;00;00;0A;21;0F
20699);9891.838;0;04F1;8;C0;18;00;00;00;00;00;00
20700);9892.106;0;051A;8;00;03;00;00;00;00;00;00
20701);9892.370;0;0690;8;03;00;00;20;A0;00;11;00
20702);9894.075;0;0153;8;00;80;10;FF;00;FF;C0;4E
20703);9894.313;0;0165;8;10;E8;7F;00;00;00;05;82
20704);9894.561;0;01F1;8;00;BD;00;00;00;00;00;00
20705);9894.735;0;0120;4;00;00;00;00;-1;-1;-1;-1
20706);9894.969;0;0220;8;EE;0B;F8;0B;0C;10;FF;0F
20707);9895.157;0;02B0;5;13;00;00;07;05;-1;-1;-1
20708);9895.398;0;0370;8;FF;20;00;80;FF;00;00;EC
20709);9895.636;0;043F;8;00;40;60;FF;7B;B8;09;00
20710);9895.884;0;0440;8;FF;F0;00;00;FF;C0;09;00
20711);9896.132;0;0517;8;00;00;00;00;00;00;00;00
20712);9896.378;0;059B;8;00;00;00;00;00;00;00;4C
20713);9897.440;0;0316;8;05;17;22;0A;17;15;00;7F
20714);9897.674;0;0260;8;05;17;00;30;00;8C;53;31
20715);9897.905;0;02A0;8;62;00;88;9D;C0;2E;36;0C
20716);9898.139;0;0080;8;00;17;22;0A;17;15;17;D7
20717);9898.381;0;0081;8;40;84;88;00;00;00;00;97
20718);9898.619;0;018F;8;00;2F;17;00;00;3F;00;10
20719);9898.849;0;0329;8;D7;B2;80;8C;11;2A;00;10
20720);9899.095;0;0382;8;40;FE;0F;00;00;00;00;08
20721);9899.344;0;04B0;8;00;00;00;40;00;40;00;80
20722);9899.592;0;0164;8;00;08;01;00;00;00;0A;03
20723);9899.828;0;0545;8;D8;0F;00;8A;02;00;03;00
20724);9900.362;0;04F2;8;80;00;30;30;00;00;00;E1
20725);9900.740;0;0350;8;05;20;24;54;70;00;00;25
20726);9904.075;0;0153;8;00;80;10;FF;00;FF;D0;5E
20727);9904.313;0;0165;8;10;E8;7F;00;00;00;06;81
20728);9904.545;0;0220;8;EF;13;F9;2B;0C;10;FF;0F
20729);9904.792;0;0018;8;20;00;01;60;01;20;20;00
20730);9904.976;0;02B0;5;11;00;00;07;16;-1;-1;-1
20731);9905.218;0;0370;8;FF;20;00;80;FF;00;00;A0
20732);9905.456;0;043F;8;00;40;60;FF;7B;B8;09;00
20733);9905.698;0;0440;8;FF;00;00;00;FF;B8;09;00
20734);9905.950;0;0510;8;00;00;00;00;00;00;00;00
20735);9907.560;0;0316;8;05;17;22;0A;17;15;00;7F
20736);9907.797;0;0260;8;05;17;00;30;00;8C;53;04
20737);9908.035;0;018F;8;00;2F;17;00;00;3F;00;10
20738);9908.269;0;0080;8;00;17;22;0A;17;15;17;C8
20739);9908.509;0;0081;8;40;84;88;00;00;00;00;88
20740);9908.741;0;02A0;8;02;00;88;9D;C0;2E;36;0C
20741);9908.972;0;0329;8;D7;B2;80;8C;11;2A;00;10
20742);9909.206;0;04B1;8;28;64;62;9E;00;00;00;8C
20743);9909.452;0;0164;8;00;08;01;00;00;00;0B;02
20744);9909.688;0;0545;8;D8;0F;00;8B;01;00;02;00
20745);9910.328;0;04F0;8;00;00;C8;00;00;0A;21;0F
20746);9912.058;0;00A0;8;46;7C;FC;09;00;1F;00;02
20747);9912.296;0;00A1;8;7E;8D;80;80;25;00;00;00
20748);9914.074;0;0153;8;00;80;10;FF;00;FF;E0;6E
20749);9914.315;0;0165;8;0F;E8;7F;00;00;00;07;9F
20750);9914.563;0;01F1;8;00;BD;00;00;00;00;00;00
20751);9914.799;0;0220;8;F0;1B;FF;3B;0C;10;FF;0F
20752);9914.989;0;02B0;5;11;00;00;07;07;-1;-1;-1
20753);9915.229;0;0370;8;FF;20;00;80;FF;00;00;64
20754);9915.469;0;043F;8;00;40;60;FF;7B;BC;09;00
20755);9915.713;0;0440;8;FF;50;00;00;FF;C0;09;00
20756);9916.974;0;0587;8;00;00;00;00;00;00;00;02
20757);9917.552;0;0316;8;05;17;22;0A;17;15;00;7F
20758);9917.788;0;0260;8;05;17;00;30;00;8C;53;13
20759);9918.020;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
20760);9918.252;0;0080;8;00;17;22;0A;17;15;17;B9
20761);9918.493;0;0081;8;40;84;88;00;00;00;00;79
20762);9918.731;0;018F;8;00;2F;17;00;00;3F;00;10
20763);9918.961;0;0329;8;D7;B2;80;8C;11;2A;00;10
20764);9919.207;0;0382;8;40;FE;0F;00;00;00;00;0C
20765);9919.453;0;04B0;8;00;40;00;40;00;40;00;80
20766);9919.699;0;0164;8;00;08;01;00;00;00;0C;05
20767);9919.933;0;0545;8;D8;0E;00;8C;01;00;02;00
20768);9920.276;0;04F2;8;80;00;30;30;00;00;00;E2
20769);9920.734;0;0350;8;05;20;34;54;70;00;00;35
20770);9924.076;0;0153;8;00;80;10;FF;00;FF;00;8E
20771);9924.316;0;0165;8;0F;F8;7F;00;00;00;08;80
20772);9924.548;0;0220;8;F0;23;06;2C;0C;30;FF;0F
20773);9924.734;0;02B0;5;15;00;00;07;B8;-1;-1;-1
20774);9924.978;0;0370;8;FF;20;00;80;FF;00;00;28
20775);9925.219;0;043F;8;00;40;60;FF;7B;C0;09;00
20776);9925.463;0;0440;8;FF;A0;00;00;FF;C4;09;00
20777);9927.393;0;0316;8;05;18;FA;09;18;15;00;7F
20778);9927.635;0;018F;8;00;2F;18;00;00;3F;00;10
20779);9927.871;0;0080;8;00;17;FA;09;18;15;18;4A
20780);9928.113;0;0081;8;40;84;88;00;00;00;00;6A
20781);9928.347;0;0260;8;05;18;00;30;00;8C;57;2D
20782);9928.579;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
20783);9928.810;0;0329;8;D7;B2;80;8C;11;2A;00;10
20784);9929.048;0;0545;8;D8;0E;00;8B;0B;00;0C;00
20785);9929.282;0;04B1;8;28;64;62;9E;00;00;00;8C
20786);9929.530;0;0164;8;00;08;01;00;00;00;0D;04
20787);9930.218;0;04F0;8;00;00;CA;00;00;0A;21;0F
20788);9934.070;0;0153;8;00;80;10;FF;00;FF;10;9E
20789);9934.318;0;01F1;8;00;BD;00;00;00;00;00;00
20790);9934.558;0;0165;8;0F;F8;7F;00;00;00;09;81
20791);9934.799;0;0220;8;F0;2B;07;3C;0C;10;01;10
20792);9934.987;0;02B0;5;12;00;00;07;D9;-1;-1;-1
20793);9935.227;0;0370;8;FF;20;00;80;FF;00;00;EC
20794);9935.465;0;043F;8;00;40;60;FF;7B;B8;09;00
20795);9935.711;0;0440;8;FF;F0;00;00;FF;B4;09;00
20796);9935.866;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
20797);9937.394;0;0316;8;05;18;FA;09;18;15;00;7F
20798);9937.636;0;018F;8;00;2F;18;00;00;3F;00;10
20799);9937.874;0;0260;8;05;18;00;30;00;8C;57;3C
20800);9938.112;0;0080;8;00;17;FA;09;18;15;18;3B
20801);9938.352;0;0081;8;40;84;88;00;00;00;00;5B
20802);9938.583;0;02A0;8;62;00;88;9D;C0;2E;36;0C
20803);9938.819;0;0329;8;0F;B2;80;8C;11;2A;00;10
20804);9939.067;0;0382;8;40;FE;0F;00;00;00;00;00
20805);9939.313;0;04B0;8;00;80;00;40;00;40;00;80
20806);9939.559;0;0164;8;00;08;01;00;00;00;0E;07
20807);9939.797;0;0545;8;D8;0E;00;8A;0B;00;0C;00
20808);9940.599;0;0350;8;05;20;44;54;70;00;00;45
20809);9941.691;0;04F2;8;80;00;30;30;00;00;00;E3
20810);9944.071;0;0153;8;00;80;10;FF;00;FF;20;AE
20811);9944.312;0;0165;8;0F;F8;7F;00;00;00;0A;82
20812);9944.548;0;0220;8;F1;33;05;3C;0C;10;04;10
20813);9944.794;0;0018;8;20;00;01;60;01;20;20;00
20814);9944.978;0;02B0;5;14;00;00;07;8A;-1;-1;-1
20815);9945.220;0;0110;8;D0;3C;40;09;00;00;00;00
20816);9945.463;0;0370;8;FF;20;00;80;FF;00;00;A0
20817);9945.703;0;043F;8;00;40;60;FF;7B;B4;09;00
20818);9945.945;0;0440;8;FF;00;00;00;FF;B4;09;00
20819);9947.521;0;0316;8;05;18;DC;09;18;15;00;7F
20820);9947.757;0;0260;8;05;18;00;30;00;8C;57;0F
20821);9947.999;0;018F;8;00;2F;18;00;00;3F;00;10
20822);9948.237;0;0080;8;00;17;DC;09;18;15;18;2C
20823);9948.480;0;0081;8;40;84;88;00;00;00;00;4C
20824);9948.712;0;02A0;8;02;00;88;9D;C0;2E;36;0C
20825);9948.950;0;0329;8;0F;B2;80;8C;11;29;00;10
20826);9949.184;0;04B1;8;28;64;62;9E;00;00;00;8C
20827);9949.430;0;0164;8;00;08;01;00;00;00;0F;06
20828);9949.668;0;0545;8;D8;0E;00;8A;0C;00;0D;00
20829);9950.256;0;04F0;8;00;00;CC;00;00;0A;21;0F
20830);9954.072;0;0153;8;00;80;10;FF;00;FF;30;BE
20831);9954.313;0;0165;8;0F;F8;7F;00;00;00;0B;83
20832);9954.561;0;01F1;8;00;BD;00;00;00;00;00;00
20833);9954.733;0;0050;4;00;83;10;00;-1;-1;-1;-1
20834);9954.973;0;0220;8;F2;3B;00;3C;0C;10;07;10
20835);9955.159;0;02B0;5;14;00;00;07;9B;-1;-1;-1
20836);9955.400;0;0370;8;FF;20;00;80;FF;00;00;64
20837);9955.640;0;043F;8;00;40;60;FF;7B;B4;09;00
20838);9955.884;0;0440;8;FF;50;00;00;FF;B8;09;00
20839);9956.138;0;02C0;8;3D;00;00;00;00;00;00;00
20840);9957.536;0;0316;8;05;18;DC;09;18;15;00;7F
20841);9957.770;0;0260;8;05;18;00;30;00;8C;57;1E
20842);9958.002;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
20843);9958.242;0;0080;8;00;17;DC;09;18;15;18;1D
20844);9958.482;0;0081;8;40;84;88;00;00;00;00;3D
20845);9958.725;0;018F;8;00;2F;18;00;00;3F;00;10
20846);9958.961;0;0329;8;0F;B2;80;8C;11;2A;00;10
20847);9959.207;0;0382;8;40;FE;0F;00;00;00;00;04
20848);9959.453;0;04B0;8;00;C0;00;40;00;40;00;80
20849);9959.701;0;0164;8;00;08;01;00;00;00;00;09
20850);9959.939;0;0545;8;D8;0E;00;8A;0C;00;0D;00
20851);9960.341;0;04F2;8;80;00;40;30;00;00;00;E4
20852);9960.719;0;0350;8;05;20;54;54;70;00;00;55
20853);9961.312;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
20854);9964.075;0;0153;8;00;80;10;FF;00;FF;40;CE
20855);9964.313;0;0165;8;0F;F8;7F;00;00;00;0C;84
20856);9964.547;0;0220;8;F2;03;FE;03;0C;30;0A;10
20857);9964.735;0;02B0;5;13;00;00;07;9C;-1;-1;-1
20858);9964.979;0;0370;8;FF;20;00;80;FF;00;00;28
20859);9965.220;0;043F;8;00;40;60;FF;7B;B0;09;00
20860);9965.460;0;0440;8;FF;A0;00;00;FF;B0;09;00
20861);9967.312;0;0316;8;05;18;DC;09;18;15;00;7F
20862);9967.554;0;018F;8;00;2F;18;00;00;3F;00;10
20863);9967.792;0;0080;8;00;17;DC;09;18;15;18;0E
20864);9968.034;0;0081;8;40;84;88;00;00;00;00;2E
20865);9968.268;0;0260;8;05;18;00;30;00;8C;57;2D
20866);9968.500;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
20867);9968.737;0;0329;8;0F;B2;80;8C;11;2A;00;10
20868);9968.975;0;0545;8;D8;0E;00;8B;0B;00;0C;00
20869);9969.209;0;04B1;8;28;64;62;9E;00;00;00;8C
20870);9969.457;0;0164;8;00;08;01;00;00;00;01;08
20871);9970.237;0;04F0;8;00;00;CE;00;00;0A;21;0F
20872);9974.071;0;0153;8;00;80;10;FF;00;FF;50;DE
20873);9974.309;0;0165;8;10;E8;7F;00;00;00;0D;8A
20874);9974.558;0;01F1;8;00;BD;00;00;00;00;00;00
20875);9974.790;0;0220;8;F2;0B;FB;33;0C;30;0D;10
20876);9974.974;0;02B0;5;12;00;00;07;9D;-1;-1;-1
20877);9975.214;0;0370;8;FF;20;00;80;FF;00;00;EC
20878);9975.452;0;043F;8;00;40;60;FF;7B;AC;09;00
20879);9975.698;0;0440;8;FF;F0;00;00;FF;AC;09;00
20880);9977.404;0;0316;8;05;19;C4;09;19;15;00;7F
20881);9977.641;0;0260;8;05;19;00;30;00;8C;59;39
20882);9977.881;0;018F;8;00;2F;19;00;00;3F;00;10
20883);9978.117;0;0080;8;00;17;C4;09;19;15;19;6F
20884);9978.363;0;0081;8;40;84;88;00;00;00;00;1F
20885);9978.593;0;02A0;8;62;00;88;9D;C0;2E;36;0C
20886);9978.831;0;0329;8;0F;B2;80;8C;11;29;00;10
20887);9979.078;0;0382;8;40;FE;0F;00;00;00;00;08
20888);9979.326;0;04B0;8;00;00;00;80;00;40;00;80
20889);9979.576;0;0164;8;00;08;01;00;00;00;02;0B
20890);9979.810;0;0545;8;D8;0E;00;8A;13;00;12;00
20891);9980.314;0;04F2;8;80;00;40;30;00;00;00;E5
20892);9980.640;0;0350;8;05;20;64;54;70;00;00;65
20893);9984.068;0;0153;8;00;80;10;FF;00;FF;60;EE
20894);9984.308;0;0165;8;0F;08;80;00;00;00;0E;89
20895);9984.543;0;0220;8;F2;13;F6;03;0C;30;0D;10
20896);9984.789;0;0018;8;20;00;01;60;01;20;20;00
20897);9984.975;0;02B0;5;12;00;00;07;AE;-1;-1;-1
20898);9985.217;0;0370;8;FF;20;00;80;FF;00;00;A0
20899);9985.455;0;043F;8;00;40;60;FF;7B;A0;09;00
20900);9985.695;0;0440;8;FF;00;00;00;FF;94;09;00
20901);9987.913;0;0316;8;05;19;C4;09;19;15;00;7F
20902);9988.153;0;018F;8;00;2F;19;00;00;3F;00;10
20903);9988.388;0;0080;8;00;17;C4;09;19;15;19;50
20904);9988.632;0;0081;8;40;84;88;00;00;00;00;00
20905);9988.866;0;0260;8;05;19;00;30;00;8C;59;0C
20906);9989.098;0;02A0;8;02;00;88;9D;C0;2E;36;0C
20907);9989.334;0;0329;8;0F;B2;80;8C;11;2A;00;10
20908);9989.568;0;04B1;8;28;64;62;9E;00;00;00;8C
20909);9989.817;0;0164;8;00;08;01;00;00;00;03;0A
20910);9990.051;0;0545;8;D8;0E;00;8A;14;00;13;00
20911);9991.563;0;04F0;8;00;00;D0;00;00;0A;21;0F
20912);9991.827;0;04F1;8;C0;18;00;00;00;00;00;00
20913);9992.087;0;0690;8;03;00;00;22;A0;00;15;00
20914);9994.069;0;0153;8;00;80;10;FF;00;FF;70;FE
20915);9994.317;0;01F1;8;00;BD;00;00;00;00;00;00
20916);9994.562;0;0165;8;10;F8;7F;00;00;00;0F;98
20917);9994.814;0;0034;8;00;00;00;00;00;00;00;00
20918);9995.042;0;0220;8;F2;1B;F3;13;0C;30;09;10
20919);9995.226;0;02B0;5;11;00;00;07;8F;-1;-1;-1
20920);9995.467;0;0370;8;FF;20;00;80;FF;00;00;64
20921);9995.709;0;043F;8;00;40;60;FF;7B;9C;09;00
20922);9995.951;0;0440;8;FF;50;00;00;FF;98;09;00
20923);9996.199;0;059B;8;00;00;00;00;00;00;00;00
20924);9997.627;0;0316;8;05;19;CA;09;19;15;00;7F
20925);9997.861;0;0260;8;05;19;00;30;00;8C;59;1B
20926);9998.093;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
20927);9998.327;0;0080;8;00;17;CA;09;19;15;19;E1
20928);9998.570;0;0081;8;40;84;88;00;00;00;00;F1
20929);9998.810;0;018F;8;00;2F;19;00;00;3F;00;10
20930);9999.044;0;0329;8;40;B2;80;8C;11;2A;00;10
20931);9999.290;0;0382;8;40;FE;0F;00;00;00;00;0C
20932);9999.534;0;04B0;8;00;40;00;80;00;40;00;80
20933);9999.780;0;0164;8;00;08;01;00;00;00;04;0D
20934);10000.014;0;0545;8;D8;0E;00;8A;14;00;13;00
20935);10000.338;0;04F2;8;80;00;40;30;00;00;00;E6
20936);10000.761;0;0350;8;05;20;74;54;70;00;00;75
20937);10004.077;0;0153;8;00;80;10;FF;00;FF;80;0E
20938);10004.309;0;0220;8;F1;23;F8;33;0C;20;01;10
20939);10004.549;0;0165;8;0F;F8;7F;00;00;00;00;88
20940);10004.735;0;02B0;5;12;00;00;07;40;-1;-1;-1
20941);10004.979;0;0370;8;FF;20;00;80;FF;00;00;28
20942);10005.217;0;043F;8;00;40;60;FF;7B;98;09;00
20943);10005.459;0;0440;8;FF;A0;00;00;FF;98;09;00
20944);10005.712;0;0510;8;00;00;00;00;00;00;00;00
20945);10007.334;0;0316;8;05;19;CA;09;19;15;00;7F
20946);10007.574;0;018F;8;00;2F;19;00;00;3F;00;10
20947);10007.810;0;0080;8;00;17;CA;09;19;15;19;D2
20948);10008.050;0;0081;8;40;84;88;00;00;00;00;E2
20949);10008.286;0;0260;8;05;19;00;30;00;8C;59;2A
20950);10008.519;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
20951);10008.751;0;0329;8;40;B2;80;8C;11;29;00;10
20952);10008.983;0;0545;8;D8;0E;00;8B;13;00;12;00
20953);10009.217;0;04B1;8;28;64;62;9E;00;00;00;8C
20954);10009.461;0;0164;8;00;08;01;00;00;00;05;0C
20955);10010.253;0;04F0;8;00;00;D2;00;00;0A;21;0F
20956);10010.773;0;00A0;8;46;7C;FC;09;00;1F;00;02
20957);10011.012;0;00A1;8;7E;8D;80;80;25;00;00;00
20958);10014.066;0;0153;8;00;80;10;FF;00;FF;90;1E
20959);10014.306;0;0165;8;0F;F8;7F;00;00;00;01;89
20960);10014.554;0;01F1;8;00;BD;00;00;00;00;00;00
20961);10014.790;0;0220;8;ED;2B;01;14;0C;00;FF;0F
20962);10014.975;0;02B0;5;12;00;00;07;51;-1;-1;-1
20963);10015.215;0;0370;8;FF;20;00;80;FF;00;00;EC
20964);10015.453;0;043F;8;00;40;60;FF;7B;94;09;00
20965);10015.699;0;0440;8;FF;F0;00;00;FF;94;09;00
20966);10016.975;0;0587;8;00;00;00;00;00;00;00;03
20967);10017.333;0;0316;8;05;19;CA;09;19;15;00;7F
20968);10017.574;0;018F;8;00;2F;19;00;00;3F;00;10
20969);10017.812;0;0080;8;00;17;CA;09;19;15;19;C3
20970);10018.054;0;0081;8;40;84;88;00;00;00;00;D3
20971);10018.290;0;0260;8;05;19;00;30;00;8C;59;39
20972);10018.520;0;02A0;8;62;00;88;9D;C0;2E;36;0C
20973);10018.752;0;0329;8;40;B2;80;8C;11;29;00;10
20974);10019.001;0;0382;8;40;FE;0F;00;00;00;00;00
20975);10019.247;0;04B0;8;00;80;00;80;00;40;00;80
20976);10019.495;0;0164;8;00;08;01;00;00;00;06;0F
20977);10019.727;0;0545;8;D8;0E;00;8B;13;00;12;00
20978);10020.235;0;04F2;8;80;00;40;30;00;00;00;E7
20979);10020.563;0;0350;8;05;20;84;54;70;00;00;85
20980);10024.065;0;0153;8;00;80;10;FF;00;FF;A0;2E
20981);10024.307;0;0165;8;0F;F8;7F;00;00;00;02;8A
20982);10024.542;0;0220;8;EC;33;05;14;0C;00;FF;0F
20983);10024.726;0;02B0;5;13;00;00;07;72;-1;-1;-1
20984);10024.968;0;0370;8;FF;20;00;80;FF;00;00;A0
20985);10025.206;0;043F;8;00;40;60;FF;7B;94;09;00
20986);10025.447;0;0440;8;FF;00;00;00;FF;94;09;00
20987);10027.513;0;0316;8;05;19;C2;09;1A;15;00;7F
20988);10027.747;0;0260;8;05;1A;00;30;00;8C;5B;09
20989);10027.988;0;018F;8;00;2F;1A;00;00;3F;00;10
20990);10028.226;0;0080;8;00;17;C2;09;19;15;1A;24
20991);10028.466;0;0081;8;40;84;88;00;00;00;00;C4
20992);10028.698;0;02A0;8;02;00;88;9D;C0;2E;36;0C
20993);10028.930;0;0329;8;40;B2;80;8C;11;29;00;10
20994);10029.164;0;04B1;8;28;64;62;9E;00;00;00;8C
20995);10029.408;0;0164;8;00;08;01;00;00;00;07;0E
20996);10029.645;0;0545;8;D8;0E;00;8B;19;00;1C;00
20997);10030.251;0;04F0;8;00;00;D4;00;00;0A;21;0F
20998);10034.071;0;0153;8;00;80;10;FF;00;FF;B0;3E
20999);10034.309;0;0165;8;10;E8;7F;00;00;00;03;84
21000);10034.557;0;01F1;8;00;BD;00;00;00;00;00;00
21001);10034.793;0;0220;8;ED;3B;03;04;0C;00;FF;0F
21002);10034.977;0;02B0;5;13;00;00;07;63;-1;-1;-1
21003);10035.218;0;0370;8;FF;20;00;80;FF;00;00;64
21004);10035.458;0;043F;8;00;40;60;FF;7B;88;09;00
21005);10035.702;0;0440;8;FF;50;00;00;FF;7C;09;00
21006);10035.856;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
21007);10037.572;0;0316;8;05;19;B8;09;1A;15;00;7F
21008);10037.808;0;0260;8;05;1A;00;30;00;8C;5B;18
21009);10038.040;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
21010);10038.273;0;0080;8;00;17;B8;09;19;15;1A;C5
21011);10038.513;0;0081;8;40;84;88;00;00;00;00;B5
21012);10038.753;0;018F;8;00;2F;1A;00;00;3F;00;10
21013);10038.985;0;0329;8;40;B2;80;8C;11;29;00;10
21014);10039.231;0;0382;8;40;FE;0F;00;00;00;00;04
21015);10039.475;0;04B0;8;00;C0;00;80;00;40;00;80
21016);10039.724;0;0164;8;00;08;01;00;00;00;08;01
21017);10039.958;0;0545;8;D8;0E;00;8A;19;00;1C;00
21018);10040.750;0;0350;8;05;20;94;54;70;00;00;95
21019);10041.666;0;04F2;8;80;00;40;30;00;00;00;E8
21020);10044.076;0;0153;8;00;80;10;FF;00;FF;C0;4E
21021);10044.312;0;0220;8;F0;03;00;0C;0C;30;FF;0F
21022);10044.552;0;0165;8;0F;F8;7F;00;00;00;04;8C
21023);10044.794;0;0110;8;D0;3C;40;09;00;00;00;00
21024);10044.980;0;02B0;5;12;00;00;07;04;-1;-1;-1
21025);10045.225;0;0370;8;FF;20;00;80;FF;00;00;28
21026);10045.465;0;043F;8;00;40;60;FF;7B;84;09;00
21027);10045.707;0;0440;8;FF;A0;00;00;FF;80;09;00
21028);10047.327;0;0316;8;05;19;B8;09;1A;15;00;7F
21029);10047.567;0;018F;8;00;2F;1A;00;00;3F;00;10
21030);10047.799;0;0080;8;00;17;B8;09;19;15;1A;B6
21031);10048.041;0;0081;8;40;84;88;00;00;00;00;A6
21032);10048.275;0;0260;8;05;1A;00;30;00;8C;5B;27
21033);10048.508;0;02A0;8;C2;00;88;9D;C0;2E;36;0C
21034);10048.740;0;0329;8;40;B2;80;8C;11;29;00;10
21035);10048.974;0;0545;8;D8;0E;00;8A;19;00;1C;00
21036);10049.208;0;04B1;8;28;64;62;9E;00;00;00;8C
21037);10049.454;0;0164;8;00;08;01;00;00;00;09;00
21038);10050.214;0;04F0;8;00;00;D6;00;00;0A;21;0F
21039);10054.066;0;0153;8;00;80;10;FF;00;FF;D0;5E
21040);10054.305;0;0165;8;0F;F8;7F;00;00;00;05;8D
21041);10054.553;0;01F1;8;00;BD;00;00;00;00;00;00
21042);10054.785;0;0220;8;F1;0B;FD;3B;0C;10;FF;0F
21043);10054.971;0;02B0;5;12;00;00;07;15;-1;-1;-1
21044);10055.211;0;0370;8;FF;20;00;80;FF;00;00;EC
21045);10055.451;0;043F;8;00;40;60;FF;7B;80;09;00
21046);10055.698;0;0440;8;FF;F0;00;00;FF;7C;09;00
21047);10055.951;0;02C0;8;3D;00;00;00;00;00;00;00
21048);10057.388;0;0316;8;05;19;B8;09;1A;15;00;7F
21049);10057.628;0;018F;8;00;2F;1A;00;00;3F;00;10
21050);10057.862;0;0260;8;05;1A;00;30;00;8C;5B;36
21051);10058.094;0;0080;8;00;17;B8;09;19;15;1A;A7
21052);10058.336;0;0081;8;40;84;88;00;00;00;00;97
21053);10058.566;0;02A0;8;62;00;88;9D;C0;2E;36;0C
21054);10058.797;0;0329;8;84;B2;80;8C;11;2A;00;10
21055);10059.043;0;0382;8;40;FE;0F;00;00;00;00;08
21056);10059.289;0;04B0;8;00;00;00;C0;00;40;00;80
21057);10059.537;0;0164;8;00;08;01;00;00;00;0A;03
21058);10059.771;0;0545;8;D8;0E;00;8A;19;00;1C;00
21059);10060.239;0;04F2;8;80;00;50;30;00;00;00;E9
21060);10060.547;0;0350;8;05;20;A4;54;70;00;00;A5
21061);10064.065;0;0153;8;00;80;10;FF;00;FF;E0;6E
21062);10064.303;0;0165;8;0F;F8;7F;00;00;00;06;8E
21063);10064.538;0;0220;8;F0;13;FD;0B;0C;10;FF;0F
21064);10064.722;0;02B0;5;13;00;00;07;36;-1;-1;-1
21065);10064.964;0;0370;8;FF;20;00;80;FF;00;00;A0
21066);10065.204;0;043F;8;00;40;60;FF;7B;74;09;00
21067);10065.444;0;0440;8;FF;00;00;00;FF;6C;09;00
21068);10068.226;0;0316;8;05;19;B8;09;1A;15;00;7F
21069);10068.466;0;018F;8;00;2F;1A;00;00;3F;00;10
21070);10068.699;0;0080;8;00;17;B8;09;19;15;1A;98
21071);10068.939;0;0081;8;40;84;88;00;00;00;00;88
21072);10069.173;0;0260;8;05;1A;00;30;00;8C;5B;09
21073);10069.405;0;02A0;8;02;00;88;9D;C0;2E;36;0C
21074);10069.635;0;0329;8;84;B2;80;8C;11;2A;00;10
21075);10069.869;0;04B1;8;28;64;62;9E;00;00;00;8C
21076);10070.116;0;0164;8;00;08;01;00;00;00;0B;02
21077);10070.356;0;04F0;8;00;00;D8;00;00;0A;21;0F
21078);10070.588;0;0545;8;D8;0E;00;8A;19;00;1B;00
21079);10074.064;0;0153;8;00;80;10;FF;00;FF;00;8E
21080);10074.304;0;0165;8;0F;F8;7F;00;00;00;07;8F
21081);10074.552;0;01F1;8;00;BD;00;00;00;00;00;00
21082);10074.784;0;0220;8;F0;1B;F9;3B;0C;20;02;10
21083);10074.968;0;02B0;5;14;00;00;07;57;-1;-1;-1
21084);10075.209;0;0370;8;FF;20;00;80;FF;00;00;64
21085);10075.447;0;043F;8;00;40;60;FF;7B;6C;09;00
21086);10075.689;0;0440;8;FF;50;00;00;FF;64;09;00
21087);10077.549;0;0316;8;05;19;BC;09;1A;15;00;7F
21088);10077.785;0;0260;8;05;1A;00;30;00;8C;5B;18
21089);10078.017;0;02A0;8;A2;00;88;9D;C0;2E;36;0C
21090);10078.249;0;0080;8;00;17;BC;09;19;15;1A;49
21091);10078.489;0;0081;8;40;84;88;00;00;00;00;79
21092);10078.730;0;018F;8;00;2F;1A;00;00;3F;00;10
21093);10078.960;0;0329;8;84;B2;80;8C;11;2A;00;10
21094);10079.206;0;0382;8;40;FE;0F;00;00;00;00;0C
